requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
658;10;18;['F5'];5
659;8;12;['F2', 'F3', 'F5', 'F1'];5
660;15;4;['F6', 'F2', 'F3', 'F1', 'F5', 'F4'];5
661;11;18;['F6'];5
662;8;4;['F3', 'F5', 'F6'];5
663;11;10;['F5', 'F3', 'F2', 'F4'];5
664;3;2;['F4', 'F5'];5
665;14;19;['F5', 'F3'];5
666;11;5;['F6', 'F4', 'F5'];5
667;13;1;['F5', 'F2', 'F4'];5
668;9;4;['F2', 'F5', 'F6'];5
669;4;6;['F5'];5
670;20;12;['F2', 'F3', 'F4', 'F5'];5
671;14;3;['F1', 'F6', 'F5', 'F2'];5
672;9;2;['F5', 'F3'];5
673;10;20;['F3'];5
674;5;19;['F5', 'F4', 'F1', 'F6'];5
675;12;2;['F5', 'F6', 'F2'];5
676;20;3;['F4', 'F2', 'F5', 'F1'];5
677;16;11;['F1', 'F2'];5
678;4;15;['F3', 'F6', 'F1'];5
679;6;12;['F6', 'F4', 'F5'];5
680;9;18;['F2', 'F3', 'F1', 'F4', 'F6', 'F5'];5
681;15;5;['F1'];5
682;19;16;['F3', 'F6'];5
683;6;2;['F6', 'F5', 'F2'];5
684;8;19;['F4', 'F1', 'F6', 'F5'];5
685;2;1;['F1', 'F6', 'F2'];5
686;9;10;['F4', 'F3', 'F6', 'F2'];5
687;17;15;['F4', 'F1', 'F5'];5
688;20;8;['F6'];5
689;20;2;['F6', 'F3'];5
690;9;10;['F2', 'F4', 'F6'];5
691;6;19;['F4', 'F2', 'F1'];5
692;6;12;['F3', 'F4', 'F1'];5
693;3;7;['F5', 'F6', 'F2', 'F4', 'F1'];5
694;2;19;['F6', 'F4', 'F2', 'F1'];5
695;10;13;['F4', 'F2', 'F1'];5
696;5;8;['F6', 'F1'];5
697;4;19;['F1', 'F5'];5
698;6;9;['F6', 'F2'];5
699;18;6;['F1', 'F5', 'F3', 'F2'];5
700;10;5;['F2', 'F1', 'F6'];5
701;14;1;['F3', 'F1', 'F4', 'F5'];5
702;14;4;['F1', 'F5', 'F4'];5
703;15;7;['F2', 'F3'];5
704;19;4;['F2', 'F4', 'F1'];5
705;20;16;['F3', 'F6', 'F5'];5
706;17;7;['F4'];5
707;9;11;['F1', 'F5'];5
708;12;3;['F3', 'F1'];5
709;3;12;['F2', 'F1', 'F6'];5
710;12;2;['F2', 'F5', 'F1', 'F6'];5
711;18;6;['F3', 'F5', 'F6', 'F2'];5
712;14;19;['F5', 'F4', 'F2', 'F3'];5
713;4;5;['F1', 'F5', 'F2', 'F3'];5
714;2;13;['F2', 'F3'];5
715;17;8;['F5', 'F6'];5
716;10;11;['F3'];5
717;6;7;['F1', 'F4'];5
718;9;15;['F2', 'F1'];5
719;18;14;['F2', 'F1', 'F4', 'F5', 'F3'];5
720;7;11;['F6'];5
721;20;8;['F4', 'F5', 'F3', 'F1'];5
722;7;1;['F1', 'F4'];5
723;3;4;['F2', 'F4', 'F1'];5
724;9;15;['F1', 'F3'];5
725;14;6;['F1', 'F2', 'F3'];5
726;4;9;['F2'];5
727;14;3;['F5', 'F1', 'F4', 'F6'];5
728;2;12;['F4', 'F2', 'F5', 'F3'];5
729;6;9;['F6', 'F1'];5
730;13;8;['F6', 'F3', 'F2'];5
731;5;8;['F4'];5
732;6;15;['F6', 'F3'];5
733;5;3;['F3', 'F1', 'F6', 'F2'];5
734;6;5;['F4', 'F6'];5
735;16;7;['F1', 'F5', 'F6', 'F2'];5
736;6;3;['F2'];5
737;11;13;['F6'];5
738;11;16;['F2', 'F1', 'F3'];5
739;2;11;['F3', 'F6', 'F2', 'F4'];5
740;8;13;['F3', 'F4'];5
741;12;18;['F5'];5
742;18;19;['F3', 'F5'];5
743;15;9;['F2'];5
744;20;9;['F1'];5
745;7;8;['F1', 'F6', 'F3'];5
746;9;13;['F4', 'F5', 'F3', 'F6', 'F1'];5
747;12;14;['F5'];5
748;4;18;['F5', 'F3', 'F6'];5
749;11;19;['F3', 'F2'];5
750;11;3;['F1', 'F5', 'F4', 'F2'];5
751;14;13;['F1', 'F3', 'F2', 'F6'];5
752;12;20;['F6', 'F3', 'F1', 'F2'];5
753;9;5;['F5', 'F3', 'F6'];5
754;1;2;['F1', 'F5', 'F2'];5
755;4;6;['F1', 'F3'];5
756;7;4;['F5', 'F6'];5
757;20;17;['F3', 'F4', 'F6'];5
758;12;8;['F5'];5
759;3;8;['F3', 'F6', 'F5', 'F2'];5
760;20;5;['F6', 'F4', 'F5'];5
761;18;15;['F5', 'F2'];5
762;8;1;['F2', 'F1', 'F6', 'F4'];5
763;13;6;['F6', 'F3', 'F5', 'F4'];5
764;9;18;['F3', 'F5', 'F1'];5
765;18;13;['F5', 'F2', 'F4', 'F6'];5
766;19;9;['F6', 'F5', 'F1', 'F3'];5
767;2;9;['F6', 'F1', 'F5', 'F3'];5
768;10;11;['F2', 'F4', 'F3'];5
769;2;8;['F5'];5
770;6;12;['F3'];5
771;5;10;['F3', 'F2', 'F1'];5
772;8;13;['F5', 'F4', 'F6', 'F2'];5
773;18;15;['F1', 'F3', 'F5'];5
774;7;12;['F5', 'F6', 'F1'];5
775;8;1;['F5'];5
776;17;8;['F3', 'F4', 'F2', 'F1'];5
777;13;19;['F2', 'F5', 'F1'];5
778;20;8;['F1'];5
779;18;5;['F3', 'F2'];5
780;15;10;['F5', 'F1'];5
781;4;17;['F1', 'F4', 'F6'];5
782;15;7;['F6', 'F4', 'F5'];5
783;5;10;['F6'];5
784;17;4;['F4', 'F2', 'F5'];5
785;9;16;['F5', 'F1', 'F4'];5
786;1;17;['F6', 'F5', 'F2'];5
787;3;1;['F2', 'F4'];5
788;1;3;['F3'];5
789;4;19;['F2', 'F3'];5
790;16;8;['F4'];5
791;7;3;['F5', 'F3', 'F6', 'F1'];5
792;9;8;['F1', 'F6', 'F4'];5
793;13;16;['F6'];5
794;12;10;['F6', 'F3', 'F5'];5
795;9;6;['F2', 'F4', 'F1'];5
796;7;6;['F5', 'F6', 'F2', 'F3'];5
797;3;14;['F2', 'F6', 'F4'];5
798;10;8;['F1', 'F4'];5
799;13;17;['F2'];5
800;1;20;['F6', 'F4'];5
801;18;10;['F5', 'F4', 'F6'];5
802;14;20;['F6', 'F3', 'F5'];5
803;19;17;['F4', 'F3', 'F6', 'F2'];5
804;13;7;['F4', 'F2', 'F3'];5
805;6;9;['F4', 'F1'];5
806;18;13;['F2', 'F3'];5
807;9;1;['F4', 'F6', 'F5'];5
808;15;6;['F3', 'F4', 'F6'];5
809;7;18;['F1', 'F5', 'F3'];5
810;6;3;['F6', 'F5'];5
811;10;16;['F1', 'F4', 'F3', 'F6'];5
812;12;7;['F4', 'F5', 'F6', 'F1', 'F3'];5
813;15;4;['F6', 'F4', 'F5'];5
814;18;8;['F2', 'F6', 'F5'];5
815;14;11;['F1', 'F2'];5
816;17;11;['F5', 'F2', 'F4', 'F6'];5
817;19;2;['F2', 'F1', 'F3', 'F6'];5
818;11;4;['F1', 'F2'];5
819;11;1;['F5', 'F1', 'F6', 'F3'];5
820;18;16;['F3', 'F4', 'F5', 'F2'];5
821;13;5;['F1', 'F4', 'F2'];5
822;18;5;['F5', 'F4', 'F1', 'F2'];5
823;7;17;['F4', 'F5', 'F6'];5
824;14;16;['F6', 'F5', 'F3'];5
825;5;20;['F1', 'F5'];5
826;2;5;['F4', 'F1'];5
827;7;11;['F5'];5
828;1;12;['F5', 'F4'];5
829;8;14;['F3', 'F2', 'F4'];5
830;13;11;['F1', 'F2', 'F5'];5
831;9;17;['F3', 'F4'];5
832;20;19;['F6', 'F1', 'F2'];5
833;17;1;['F3', 'F2'];5
834;14;1;['F6', 'F5', 'F4', 'F1', 'F3'];5
835;4;15;['F5'];5
836;3;13;['F6', 'F1', 'F3', 'F2'];5
837;3;8;['F4'];5
838;6;7;['F1'];5
839;14;13;['F3', 'F6', 'F1', 'F2'];5
840;4;8;['F5'];5
841;17;9;['F4', 'F6'];5
842;4;3;['F4', 'F6', 'F2'];5
843;7;2;['F3', 'F6'];5
844;14;8;['F3', 'F5'];5
845;13;14;['F5', 'F6', 'F4', 'F3'];5
846;9;19;['F4'];5
847;1;9;['F5'];5
848;4;2;['F5', 'F3'];5
849;8;5;['F2', 'F6', 'F3'];5
850;17;10;['F3', 'F5', 'F6', 'F2'];5
851;9;17;['F6', 'F2', 'F1'];5
852;16;11;['F2', 'F3', 'F6', 'F5'];5
853;16;12;['F2'];5
854;13;12;['F4', 'F6'];5
855;10;15;['F4', 'F2'];5
856;3;20;['F4', 'F1', 'F2'];5
857;16;19;['F4', 'F5', 'F3', 'F1'];5
858;20;19;['F2', 'F5', 'F4', 'F3'];5
859;16;3;['F2', 'F6'];5
860;14;12;['F3', 'F5', 'F1'];5
861;5;17;['F1', 'F2', 'F3', 'F4', 'F5'];5
862;16;18;['F5', 'F3', 'F2'];5
863;15;19;['F4', 'F6', 'F2', 'F1'];5
864;16;3;['F4', 'F3', 'F6', 'F1', 'F2'];5
865;2;5;['F4', 'F2', 'F3', 'F6'];5
866;8;20;['F3', 'F4', 'F2'];5
867;10;12;['F2', 'F5', 'F1'];5
868;7;17;['F1'];5
869;13;15;['F6', 'F1', 'F3', 'F2'];5
870;2;7;['F2'];5
871;15;18;['F5'];5
872;14;12;['F2', 'F6'];5
873;8;20;['F6'];5
874;9;14;['F2'];5
875;8;18;['F3', 'F6'];5
876;3;12;['F4', 'F5'];5
877;3;9;['F5', 'F2', 'F1'];5
878;10;19;['F4', 'F5', 'F2'];5
879;5;17;['F6', 'F1'];5
880;5;11;['F4', 'F3', 'F6', 'F1'];5
881;19;15;['F2', 'F5', 'F6', 'F4'];5
882;5;7;['F2', 'F4'];5
883;7;15;['F1'];5
884;6;16;['F4', 'F3', 'F1', 'F6'];5
885;8;6;['F4', 'F3', 'F5'];5
886;3;16;['F4', 'F3', 'F5', 'F2'];5
887;13;17;['F1', 'F4'];5
888;4;17;['F5', 'F1'];5
889;3;11;['F1', 'F2', 'F5'];5
890;5;11;['F5'];5
891;20;14;['F6', 'F1', 'F2', 'F3', 'F4'];5
892;11;5;['F1', 'F6', 'F3', 'F2'];5
893;10;1;['F5', 'F1', 'F6'];5
894;11;19;['F5', 'F1'];5
895;16;20;['F1', 'F5'];5
896;13;10;['F4', 'F3'];5
897;18;8;['F2'];5
898;14;10;['F3', 'F4', 'F5'];5
899;10;13;['F2'];5
900;5;20;['F5', 'F2', 'F1'];5
901;19;3;['F1', 'F3'];5
902;9;2;['F3', 'F4', 'F1', 'F5', 'F6'];5
903;7;11;['F4'];5
904;15;4;['F5', 'F1', 'F3', 'F6'];5
905;3;14;['F3'];5
906;9;8;['F1', 'F6'];5
907;19;14;['F3', 'F4', 'F6', 'F5'];5
908;16;6;['F3', 'F5', 'F6', 'F2', 'F1'];5
909;15;13;['F1', 'F5'];5
910;11;16;['F2'];5
911;3;17;['F5', 'F2', 'F4', 'F3', 'F1'];5
912;17;13;['F2', 'F4', 'F6'];5
913;17;18;['F3', 'F2', 'F6'];5
914;5;4;['F1', 'F4', 'F2'];5
915;13;18;['F4'];5
916;4;20;['F2', 'F4', 'F5', 'F6', 'F3'];5
917;1;14;['F5'];5
918;16;19;['F6', 'F3'];5
919;17;13;['F4', 'F3', 'F6', 'F5'];5
920;11;5;['F5', 'F6', 'F4'];5
921;13;16;['F3', 'F2', 'F5', 'F1'];5
922;3;15;['F3', 'F2'];5
923;9;3;['F1', 'F2', 'F5'];5
924;14;18;['F1', 'F6', 'F3', 'F5'];5
925;3;18;['F2', 'F5', 'F3', 'F6'];5
926;5;1;['F2'];5
927;14;1;['F4', 'F2'];5
928;5;10;['F3', 'F2', 'F6', 'F5', 'F1'];5
929;4;9;['F6', 'F1', 'F2', 'F5', 'F3'];5
930;4;16;['F6'];5
931;20;13;['F3', 'F1', 'F4'];5
932;3;10;['F4', 'F6'];5
933;7;20;['F1', 'F4'];5
934;20;11;['F6', 'F4', 'F2'];5
935;5;16;['F3', 'F4'];5
936;8;14;['F3', 'F5', 'F6', 'F1'];5
937;14;17;['F2', 'F3', 'F4', 'F6'];5
938;14;17;['F4', 'F6', 'F2', 'F5', 'F1'];5
939;19;11;['F4', 'F5', 'F1', 'F6'];5
940;3;7;['F2'];5
941;7;11;['F4'];5
942;2;13;['F6', 'F1', 'F5', 'F3', 'F4'];5
943;5;2;['F3', 'F1'];5
944;6;4;['F3', 'F5', 'F4'];5
945;8;1;['F2'];5
946;19;13;['F5', 'F6', 'F4', 'F3', 'F2'];5
947;3;7;['F5', 'F3'];5
948;13;2;['F2', 'F6'];5
949;15;11;['F3', 'F1', 'F6', 'F2'];5
950;18;10;['F6'];5
951;16;8;['F6', 'F3', 'F2', 'F4'];5
952;17;13;['F2'];5
953;5;13;['F4', 'F5', 'F6'];5
954;13;19;['F6', 'F3', 'F4'];5
955;16;11;['F2'];5
956;2;11;['F6', 'F3', 'F4', 'F1', 'F5'];5
957;12;5;['F5', 'F3', 'F2', 'F6'];5
958;13;7;['F2'];5
959;6;15;['F6', 'F3', 'F4'];5
960;17;7;['F3'];5
961;19;8;['F1', 'F3', 'F6'];5
962;5;9;['F5'];5
963;1;12;['F4', 'F5', 'F2'];5
964;7;8;['F4', 'F1', 'F3'];5
965;10;11;['F1', 'F4'];5
966;10;11;['F1', 'F6', 'F3', 'F2'];5
967;17;5;['F3', 'F1', 'F2', 'F5'];5
968;2;12;['F2', 'F3'];5
969;15;16;['F1', 'F5', 'F4', 'F6', 'F3'];5
970;14;12;['F1'];5
971;3;18;['F3', 'F1'];5
972;3;10;['F6', 'F4', 'F3', 'F5'];5
973;2;1;['F4', 'F5', 'F2'];5
974;8;12;['F4', 'F6'];5
975;2;1;['F2', 'F6', 'F3'];5
976;6;11;['F3', 'F1', 'F2'];5
977;1;10;['F4', 'F1', 'F2'];5
978;19;4;['F2'];5
979;19;15;['F4', 'F3', 'F5'];5
980;7;5;['F2', 'F1', 'F5'];5
981;10;16;['F3', 'F2', 'F5', 'F1', 'F4'];5
982;3;9;['F1', 'F4', 'F2', 'F3', 'F6'];5
983;6;12;['F1', 'F4'];5
984;13;7;['F2', 'F1', 'F4'];5
985;2;10;['F4', 'F2', 'F3'];5
986;4;12;['F3'];5
987;13;19;['F1', 'F3'];5
988;17;15;['F1', 'F5'];5
989;3;14;['F1', 'F2', 'F5'];5
990;8;18;['F5', 'F2', 'F1'];5
991;1;8;['F2', 'F1'];5
992;14;15;['F5'];5
993;3;8;['F3'];5
994;10;5;['F1', 'F5'];5
995;5;12;['F1', 'F2', 'F5', 'F3', 'F6'];5
996;11;20;['F3', 'F1', 'F6'];5
997;15;1;['F4', 'F1'];5
998;9;4;['F6', 'F3', 'F5'];5
999;7;20;['F5'];5
1000;10;11;['F1', 'F4', 'F3'];5
