requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
664;16;2;['F3', 'F1', 'F2'];5
665;5;9;['F6', 'F5', 'F3'];5
666;16;11;['F6', 'F3', 'F4', 'F1'];5
667;18;4;['F3', 'F2', 'F5', 'F4'];5
668;16;3;['F4', 'F3', 'F1', 'F5'];5
669;4;18;['F5', 'F2', 'F4', 'F3'];5
670;12;11;['F5', 'F3'];5
671;8;20;['F3', 'F2', 'F1'];5
672;12;19;['F2', 'F5'];5
673;1;14;['F3', 'F2', 'F4', 'F5'];5
674;19;1;['F4', 'F3'];5
675;20;4;['F1', 'F3', 'F2', 'F5'];5
676;10;20;['F2', 'F3'];5
677;2;14;['F4', 'F2'];5
678;14;6;['F6', 'F1', 'F2', 'F4'];5
679;19;7;['F5', 'F4'];5
680;5;10;['F1'];5
681;2;7;['F1', 'F5'];5
682;9;20;['F3', 'F4', 'F6', 'F1'];5
683;18;2;['F1', 'F3'];5
684;6;2;['F3', 'F6', 'F5', 'F1', 'F2'];5
685;9;1;['F4', 'F3', 'F1', 'F6'];5
686;10;5;['F2', 'F6', 'F4'];5
687;20;1;['F2', 'F4'];5
688;8;1;['F5', 'F3'];5
689;16;6;['F4', 'F6', 'F2'];5
690;14;10;['F5', 'F1', 'F3'];5
691;7;2;['F5', 'F1'];5
692;16;20;['F1', 'F3', 'F5', 'F6'];5
693;6;4;['F6', 'F4'];5
694;7;8;['F6', 'F4', 'F1', 'F2'];5
695;10;6;['F4', 'F1'];5
696;9;13;['F4', 'F6', 'F5'];5
697;2;4;['F3', 'F6', 'F5'];5
698;19;6;['F4', 'F6', 'F3'];5
699;10;6;['F1'];5
700;18;11;['F5', 'F4', 'F6'];5
701;19;9;['F6', 'F5', 'F4'];5
702;9;7;['F4', 'F3', 'F2', 'F1', 'F5'];5
703;11;5;['F1', 'F6'];5
704;1;10;['F6', 'F3', 'F1'];5
705;14;19;['F1'];5
706;9;12;['F5'];5
707;17;3;['F6', 'F3', 'F5', 'F2'];5
708;19;10;['F4', 'F3', 'F6'];5
709;19;12;['F2', 'F1', 'F5', 'F4'];5
710;9;2;['F3', 'F6', 'F4', 'F5'];5
711;17;16;['F2', 'F6', 'F3'];5
712;7;3;['F5', 'F2', 'F4', 'F1'];5
713;1;19;['F5', 'F1', 'F4'];5
714;16;20;['F4', 'F3', 'F5'];5
715;8;3;['F4'];5
716;1;11;['F2', 'F1', 'F6'];5
717;8;7;['F1', 'F5'];5
718;2;19;['F1', 'F3', 'F2', 'F4'];5
719;18;7;['F5', 'F2'];5
720;14;11;['F3', 'F1'];5
721;13;7;['F1', 'F3'];5
722;11;14;['F5', 'F3', 'F1', 'F4'];5
723;10;17;['F4', 'F5'];5
724;17;13;['F5', 'F6'];5
725;20;3;['F4'];5
726;11;10;['F1', 'F6'];5
727;3;18;['F6', 'F5'];5
728;13;20;['F5', 'F2'];5
729;17;12;['F6', 'F5', 'F2', 'F4'];5
730;2;20;['F2', 'F3'];5
731;16;7;['F4', 'F3'];5
732;2;14;['F6', 'F5', 'F2', 'F1'];5
733;10;5;['F2'];5
734;10;13;['F5'];5
735;2;16;['F3', 'F5', 'F6'];5
736;5;1;['F6', 'F5'];5
737;15;18;['F5'];5
738;12;11;['F1', 'F5', 'F3', 'F2'];5
739;4;15;['F5', 'F6', 'F3'];5
740;8;17;['F4', 'F5', 'F6'];5
741;19;20;['F4', 'F5', 'F6'];5
742;17;14;['F6'];5
743;7;1;['F4', 'F1', 'F6', 'F2'];5
744;4;19;['F6', 'F2'];5
745;7;20;['F4', 'F5'];5
746;19;5;['F6', 'F2', 'F4'];5
747;15;3;['F2', 'F6', 'F1', 'F4', 'F5'];5
748;10;20;['F3', 'F1', 'F5'];5
749;6;11;['F3', 'F5', 'F4'];5
750;2;14;['F5', 'F6'];5
751;4;2;['F3', 'F4', 'F1', 'F2'];5
752;2;5;['F3', 'F6'];5
753;4;5;['F4'];5
754;20;4;['F5', 'F4', 'F2', 'F1'];5
755;14;7;['F4', 'F3', 'F1'];5
756;19;14;['F5', 'F1', 'F3'];5
757;15;13;['F2', 'F5'];5
758;10;13;['F3', 'F6', 'F5', 'F1', 'F2'];5
759;8;11;['F2', 'F6', 'F1', 'F3'];5
760;4;14;['F4'];5
761;13;14;['F5', 'F2', 'F1', 'F4'];5
762;3;10;['F6', 'F3'];5
763;16;2;['F3', 'F6'];5
764;6;1;['F2', 'F4', 'F5', 'F6'];5
765;2;4;['F5', 'F3', 'F6'];5
766;10;7;['F3'];5
767;6;2;['F4', 'F1'];5
768;9;13;['F5', 'F1'];5
769;4;18;['F4'];5
770;13;6;['F5', 'F1', 'F4'];5
771;10;16;['F2', 'F4'];5
772;7;11;['F4', 'F3', 'F6'];5
773;3;7;['F2'];5
774;18;13;['F1', 'F4'];5
775;12;16;['F3', 'F6', 'F1', 'F2'];5
776;19;10;['F6', 'F4', 'F2', 'F5'];5
777;17;6;['F6'];5
778;10;18;['F6', 'F3', 'F4'];5
779;17;4;['F3', 'F6', 'F1', 'F5'];5
780;6;16;['F1', 'F3', 'F6', 'F5'];5
781;4;14;['F1', 'F2', 'F6', 'F4'];5
782;15;2;['F1', 'F5'];5
783;7;15;['F6', 'F1'];5
784;6;14;['F6', 'F4', 'F3'];5
785;7;6;['F5', 'F6', 'F1'];5
786;2;12;['F1'];5
787;18;7;['F3', 'F4', 'F1'];5
788;2;3;['F4', 'F1', 'F2'];5
789;12;3;['F5', 'F2', 'F1'];5
790;6;2;['F4', 'F3'];5
791;18;12;['F5'];5
792;16;17;['F3', 'F4', 'F2'];5
793;2;20;['F2', 'F1', 'F4', 'F3'];5
794;4;8;['F1', 'F2', 'F4', 'F6', 'F3'];5
795;20;19;['F6', 'F5', 'F4', 'F2', 'F3'];5
796;11;5;['F2'];5
797;4;9;['F6', 'F1', 'F4', 'F2'];5
798;3;14;['F4', 'F3'];5
799;5;4;['F2', 'F6', 'F5', 'F1'];5
800;18;15;['F1'];5
